shopping,plataforma,tipo_post,data,caption,likes,comentarios,salvos,compartilhamentos,alcance,impressoes,engajamento
BS,Instagram,Carrossel,2026-02-11,"Fragrâncias leves para dias de sol.
Seleção de Sephora, Granado, Natura, L’Occitane, Tania Bulhões e O Boticário.

👉 Escolha a sua no Balneário Shopping.
#Perfumaria #Verao #BalnearioShopping",14,2,1,0,1364,0,17
BS,Instagram,Carrossel,2026-02-10,"🎭 Carnaval Kids no Balneário Shopping: Passaporte da Folia

Nos dias 16 e 17 de fevereiro, o Balneário Shopping promove uma programação especial de Carnaval para as crianças: o Passaporte da Folia, um",12,1,0,1,2234,0,14
BS,Instagram,Carrossel,2026-02-10,"O verão pede atenção.
Proteção, hidratação e praticidade para cuidar de você todos os dias.

👉 Encontre seus essenciais no BS.
#CuidadosDeVerao #BemEstar #BalnearioShopping",12,1,0,0,1460,0,13
BS,Instagram,Reel,2026-02-09,"Conforto que acompanha cada fase.
Na Magic Feet, os calçados certos para a rotina escolar começar com segurança e bem-estar.

👉 Programe sua visita ao Balneário Shopping.
#VoltaAsAulas #MagicFeet #bal",9,2,1,2,2193,0,14
BS,Instagram,Carrossel,2026-02-09,"🎭 Carnaval Kids no Balneário Shopping: Passaporte da Folia

Nos dias 16 e 17 de fevereiro, o Balneário Shopping promove uma programação especial de Carnaval para as crianças: o Passaporte da Folia, um",25,2,2,9,2178,0,38
BS,Instagram,Carrossel,2026-02-09,"Comece o ano com mais clareza.
Planners que unem produtividade, organização e estilo para a nova rotina.

👉 Planeje seu ano no Balneário Shopping.
#Organizacao #Planner #BalnearioShopping",7,1,2,0,1254,0,10
BS,Instagram,Carrossel,2026-02-08,"Cor, brilho e atitude para a folia.
A coleção de Carnaval da Renner traz peças para curtir cada momento.

👉 Disponível no Balneário Shopping.
#Renner #Carnaval2025 #balnearioshopping",10,1,0,1,1408,0,12
BS,Instagram,Carrossel,2026-02-08,"Sephora Summer Vibes está acontecendo. 💄🌴
Uma arena vibrante, interativa e cheia de descobertas para quem ama beleza e verão.

👉 Passe pelo Balneário Shopping e aproveite.
Das 12h às 20h | Piso L2 | E",106,0,4,8,4674,0,118
BS,Instagram,Carrossel,2026-02-07,"Verão é experimentar, descobrir e se inspirar.
A Arena Sephora Summer Vibes reúne tudo isso em um só espaço, com marcas favoritas e novidades da estação.

✨ Venha viver essa experiência no Balneário S",111,0,1,7,4349,0,119
BS,Instagram,Carrossel,2026-02-07,"Entre aulas e compromissos, a bolsa certa faz diferença.
Modelos Coach, Nike, Kipling, Lacoste e Adidas para a rotina universitária.

👉 Tudo em um só lugar.
#VoltaAsAulas #Bolsas #BalnearioShopping",13,1,0,45,1288,0,59
BS,Instagram,Carrossel,2026-02-06,"Brilho, bordado e sofisticação.
Os modelos icônicos da PatBO traduzem um Carnaval elegante e cheio de personalidade.

👉 PatBO no Balneário Shopping

#PatBO #CarnavalComEstilo #BalnearioShopping",15,0,2,3,1545,0,20
BS,Instagram,Carrossel,2026-02-06,"🎭 Carnaval Kids no Balneário Shopping: Passaporte da Folia

Nos dias 16 e 17 de fevereiro, o Balneário Shopping promove uma programação especial de Carnaval para as crianças: o Passaporte da Folia, um",52,7,9,76,3860,0,144
BS,Instagram,Carrossel,2026-02-06,"💄☀️ A Arena Sephora Summer Vibes já começou no Balneário Shopping.
Uma experiência imersiva para testar produtos, descobrir lançamentos, aprender truques com especialistas e garantir brindes.

🕛 Sexta",96,6,0,5,8706,0,107
BS,Instagram,Reel,2026-02-05,"✨ Hoje de manhã abrimos a Arena Sephora Summer Vibes em um momento especial.
Recebemos nossas creators para viver em primeira mão essa experiência imersiva de verão, com marcas icônicas, novidades da ",153,6,3,55,4196,0,217
BS,Instagram,Carrossel,2026-02-05,"Organização, leveza e design para a rotina escolar.
Praticidade e estilo para todos os dias.

👉 Encontre no Balneário Shopping.

#VoltaAsAulas #BalnearioShopping",13,0,0,1,1232,0,14
BS,Instagram,Carrossel,2026-02-04,"COMEÇOU! ✨☀️💛

Uma experiência imersiva de verão, onde você experimenta produtos icônicos, conhece as novidades da estação, aprende truques com especialistas e ainda garante brindes e amostras exclusi",228,0,6,126,5483,0,360
BS,Instagram,Reel,2026-02-04,"Falta só um pouquinho para a Arena Summer Vibes de Sephora abrir oficialmente no Balneário Shopping 👀💛☀️

A partir do dia 5 de Fevereiro vocês poderão viver tudo isso de perto. 

Já marca nos comentár",576,27,22,249,13233,0,874
BS,Instagram,Reel,2026-02-03,"A Arena Summer Vibes de Sephora está chegando no Balneário Shopping nos dias 5 a 8 de Fevereiro. 
Em breve mais informações! 

Alguém animado por aí? 👀✨🌴💛

#Arenasummervibes #SummerVibesSephora #Ativa",785,29,10,315,24121,0,1139
BS,Instagram,Carrossel,2026-02-02,"E tem novidade no Balneário Shopping para você. 

Que tal começar a semana experimentando uma novidade deliciosa? A Shantal chegou para deixar suas opções gastronômicas ainda mais saborosas. 

Passe n",58,2,2,22,3099,0,84
BS,Instagram,Carrossel,2026-02-02,"🎥 Semana do Cinema no GNC Cinemas
De 05 a 11 de fevereiro, ingressos a partir de R$10,00* e combo especial por R$32,00 🍿🥤
(2 refrigerantes de 500ml + pipoca média).

É o momento perfeito para colocar ",778,7,109,1361,18550,0,2255
BS,Instagram,Reel,2026-02-01,"Volta as aulas chegando e domingo é o dia perfeito para colocar a rotina em ordem. 

Venha para o Balneário Shopping e aproveite o mix de marcas mais completo.",29,0,3,11,3235,0,43
BS,Instagram,Carrossel,2026-02-01,"Domingo a diversão começa aqui, no Balneário Shopping. 

Chame a família e viva tudo o que temos para te oferecer.",29,1,1,4,3407,0,35
BS,Instagram,Reel,2026-01-31,"De mochilas a materiais, de looks confortáveis a calçados perfeitos,  tudo o que você precisa para a volta às aulas está aqui! 🎒📚✨

📍 O melhor do back to school está aqui. 
Vem conferir! 💙",19,0,2,9,2612,0,30
BS,Instagram,Carrossel,2026-01-29,"✨ Zara Home chega em breve ao Balneário Shopping.

Um novo olhar para o morar, com design, sofisticação e inspiração contemporânea.

Aguarde.",1278,147,13,872,16470,0,2310
BS,Instagram,Carrossel,2026-01-28,"🧱 Hoje é Dia Mundial da LEGO.
Uma data para celebrar criatividade, imaginação e diversão sem idade.

Passe pelo Balneário Shopping, visite a LEGO Store e aproveite para construir novas histórias por a",56,2,2,17,2950,0,77
BS,Facebook,Video,2026-04-26,"👠 it’s not just a shoe. it’s the moment.

o salto de o diabo veste prada já chegou no Balneário Shopping —
e dia 30/04, a história continua nas telas.",9,0,0,0,0,0,9
BS,Facebook,Video,2026-04-23,"Sim, os carros entram assim mesmo.
E esse aqui não veio só de visita não.

ELE CHEGOU. O prêmio da nossa campanha de Mães.

Um Jaecoo 7 Luxury, híbrido, tecnológico e simplesmente surreal.

E agora ve",1,0,0,0,0,0,1
BS,Facebook,Video,2026-04-22,"🐾✨ Vem aí: Encontro de Goldens no Balneário Shopping

Uma tarde especial com dicas de adestramento, cuidados, ativações de marcas e brindes para você e seu golden.

📅 25 de abril
🕒 Das 15h às 17h
📍 Pr",0,0,0,0,0,0,0
BS,Facebook,Video,2026-04-21,"✨ Silvia Braz e Bebela x Riachuelo. 
E o resultado? simplesmente impecável.

Modelagens atemporais, cores versáteis e aquela elegância sem esforço que a gente reconhece de longe.

📍 Disponível na Riac",0,0,0,0,0,0,0
BS,Facebook,Video,2026-04-10,"✨ A nova Shoulder já está aberta

Um espaço icônico, pensado nos mínimos detalhes para traduzir o estilo da marca com ainda mais presença e sofisticação.

📍 Piso L2

📲 Cadastre suas compras no app AJF",1,0,0,0,0,0,1
BS,Facebook,Video,2026-04-02,"Por um passeio mais leve e acolhedor para todos. ❤️🧩

Aqui no Balneário Shopping, acreditamos que o lazer deve ser acessível e confortável para todos. Por isso, reforçamos nossas iniciativas de apoio ",1,0,0,0,0,0,1
BS,Facebook,Video,2026-04-01,"ELAS 2026 ✦

Uma noite que atravessa, inspira e permanece.

Obrigada a todas que fizeram parte, foi histórico.

E agora a gente quer saber:
quem você quer ver no próximo ELAS? 👀",0,0,0,0,0,0,0
BS,Facebook,Video,2026-03-31,"SHE IS HERE

Susana Barbosa, uma das vozes mais influentes da moda e da cultura contemporânea, desembarca no ELAS 2026 ao lado de Clemilda Thomé, empresária e referência em inovação e liderança.

Duas",0,0,0,0,0,0,0
BS,Facebook,Video,2026-03-31,"Março se despede à altura de quem ele representa.

O ELAS 2026 chega para encerrar o mês da mulher com propósito, presença e conversas que importam em um encontro pensado para mulheres que constroem, ",0,0,0,0,0,0,0
BS,Facebook,Video,2026-03-31,,0,0,0,0,0,0,0
BS,Facebook,Video,2026-03-31,"Spoiler do que vem por aí… 🪩💫

Os últimos detalhes, a montagem, os toques finais! 
Tudo sendo preparado para receber uma noite que vai muito além de um evento.

Hoje, o ELAS 2026 ganha vida por aqui.
",0,0,0,0,0,0,0
BS,Facebook,Video,2026-03-28,"Hoje foi dia de viver um pouquinho de magia ✨💖
O encontro com A Menina da Casa Mágica foi daqueles que deixam o coração quentinho... Cheio de sorrisos, encantamento e memórias lindas pra guardar 🫶🏻

E",0,0,0,0,0,0,0
BS,Facebook,Video,2026-03-25,"✨ A Tok&Stok está de volta ao Balneário Shopping

Um novo espaço, cheio de inspirações, design e soluções para transformar cada detalhe da sua casa.

👉 Passe pelo shopping e venha conferir de perto a ",0,0,0,0,0,0,0
BS,Facebook,Video,2026-03-11,"⚽✨ Clima de Copa no ar.

A nova coleção exclusiva CBF já chegou à Centauro do Balneário Shopping.
Peças oficiais para quem vive o futebol dentro e fora do campo e quer torcer pelo Brasil com estilo.

",1,0,0,0,0,0,1
NK,Instagram,Reel,2026-04-27,"Tem sentimentos que não cabem em palavras... mas cabem em cuidado, em escolha, em presença.

Nesse Dia das Mães, escolhi transformar tudo o que ela sempre foi pra mim em cada detalhe. Porque no fim, s",59,12,2,23,1912,0,96
NK,Instagram,Reel,2026-04-27,"✨ A magia chegou em Blumenau! ✨

A menina da casa mágica já está por aqui e vem direto para o Neumarkt Shopping 💫
Vem viver uma tarde super divertida com a Gabi e seus amigos! 🎉

🗓️ Dia 03/05
⏰ Às 17h",96,2,10,99,2867,0,207
NK,Instagram,Reel,2026-04-27,"Parabéns! 🎉 Agora é só aproveitar toda a tecnologia e a performance do novo iPhone. 📸

Para você que participou: continue cadastrando suas notas e acumulando pontos no app. Novas oportunidades e benef",106,2,1,13,4569,0,122
NK,Instagram,Reel,2026-04-26,"Tem coisas que não pedem atenção... simplesmente
chegam, estreiam e dominam.

Um clássico está de volta, mais afiado e mais icônico. Porque no mundo da moda (e do cinema), relevância não se explica...",1183,15,27,520,18344,0,1745
NK,Instagram,Carrossel,2026-04-24,"Vem aí o Festival de Dança NK 💃✨

De 25 a 27 de abril, a Praça Central do Neumarkt Shopping vai se transformar em um verdadeiro palco de energia, movimento e muita expressão!

Vem conferir a programaç",126,17,3,34,2634,0,180
NK,Instagram,Reel,2026-04-23,"Como que colocam um carro dentro do shopping?
Já ouvi várias vezes essa pergunta, e tá aí a resposta hehehe",10008,91,338,3354,120898,0,13791
NK,Instagram,Carrossel,2026-04-23,"✨ O Dia das Mães está chegando, e a oportunidade de ganhar um presente de luxo também! 💐

No Neumarkt, você tem a chance de conquistar o incrível Jaecoo 7 Luxury, o SUV híbrido de luxo, a cada R$300 e",21,1,2,6,1212,0,30
NK,Instagram,Carrossel,2026-04-22,"O lar Silvana estará mais uma vez presente com seus cachorrinhos cheios de amor, esperando por um novo lar 💛

Se você sonha em ter um companheiro fiel, essa é a oportunidade perfeita!

📍 espaço Pet do",185,2,1,41,2670,0,229
NK,Instagram,Reel,2026-04-20,"Se você é melisseira como eu, já se prepara… porque a nova coleção da Melissa chegou no Neumarkt Shopping e tá simplesmente apaixonante! 💖

São modelos que unem estilo, conforto e muita personalidade ",51,4,0,4,2279,0,59
NK,Instagram,Reel,2026-04-18,"Feriadão prolongado está aí, que tal vir comigo na Farm montar uma mala de viagem prática e cheia de estilo? ✨

#frm07",47,13,1,5,1657,0,66
NK,Instagram,Carrossel,2026-04-17,Horário de feriado!,61,4,1,18,3751,0,84
NK,Instagram,Reel,2026-04-17,🤫🤫,101,67,0,15,2959,0,183
NK,Instagram,Reel,2026-04-16,"Elegância, atitude e um toque de poder… 🖤✨👠

Looks inspirados no universo de O Diabo Veste Prada, porque estilo de verdade não pede permissão — ele impõe presença.

Todas essas peças você encontra aqu",409,51,12,60,6768,0,532
NK,Instagram,Reel,2026-04-15,"Conhecendo a nova unidade do @crepefy.neumarktshop no Neumarkt Shopping 😍✨

📍 R. 7 de Setembro, 1213 - Centro, Blumenau - SC, 89010-911

🕥 Todos os dias:
das 10h00 às 21h45

Já salva pra conhecer 💖

#",380,24,33,342,9293,0,779
NK,Instagram,Reel,2026-04-14,"Já faz parte da minha rotina… e resolvi mostrar mais da @bt_shoppingneumarkt pra vocês 🤍

Prática, completa e perfeita para encaixar no dia  a dia!

#bodytech #neumarkt #blumenau #rotina #fitness",87,8,3,16,3595,0,114
NK,Instagram,Reel,2026-04-13,,69,4,1,0,2216,0,74
NK,Instagram,Reel,2026-04-09,"✨ TBT de um dia especial com a @susanabarbosa no evento Elas aqui no Neumarkt… ainda dá pra sentir a energia incrível que foi! 💖

E pra você que não conseguiu vir, calma que tem mais! 🙌
A Susana Barbo",27,1,0,2,1347,0,30
NK,Instagram,Carrossel,2026-04-09,"🎬🍿 Vem aí! Um dos títulos mais aguardados chega ao GNC Cinemas

A pré-venda de O Diabo Veste Prada 2 começa HOJE, dia 9 de abril, com estreia em 30/04 👠

Garanta seu ingresso e não fique de fora!",1500,35,51,946,18476,0,2532
NK,Instagram,Reel,2026-04-02,"Páscoa entre amigas💕
Coelhinho secreto, o que trazes pra mim? 
Aqui no NK encontramos diversas opções de presentes para essa data tão especial 🐰✨",139,13,6,9,4180,0,167
NK,Instagram,Reel,2026-03-31,"Esse é o top5 da Alice, e o de vocês?",79,6,5,2,2761,0,92
NK,Instagram,Reel,2026-03-30,"inspiração do dia: @lelisblanc_bnu
qual look é mais você? ✨
1, 2 ou 3: qual você usaria?",60,11,3,6,2570,0,80
NK,Instagram,Imagem,2026-03-30,"A moda de verdade tem nome — e ela está chegando ✨

No dia 1º de abril, o Neumarkt Shopping recebe @susanabarbosa, Publisher e Diretora Editorial da ELLE Brasil, para um encontro sobre moda, luxo e cu",45,4,0,10,2057,0,59
NK,Instagram,Reel,2026-03-29,"Já tem o app AJ Fans? Se não, corre baixar pra não perder a oportunidade de ganhar um IPhone 17✨",39,5,2,7,2542,0,53
NK,Instagram,Carrossel,2026-03-28,"Entre escolhas, silêncio e expectativa…
cada detalhe guarda um segredo.

Da Kopenhagen, não é só um ovo —
é uma experiência que se revela aos poucos.

E quando finalmente se abre…
vale cada segundo de",64,3,2,1,1920,0,70
NK,Instagram,Reel,2026-03-27,"A moda de verdade tem nome — e ela está chegando. ✨

No dia 1º de abril, a Susana Barbosa, Publisher e Diretora Editorial da ELLE Brasil, desembarca no Neumarkt Shopping para um encontro imperdível so",96,7,2,39,2912,0,144
NK,Instagram,Reel,2026-03-27,"Esse é o Neumarkt Shopping, se quiser vim vê 🤷🏽",840,34,10,76,17008,0,960
NK,Instagram,Reel,2026-03-26,"Essa é a Páscoa da Lindt 🍫🐰

Eu fui conferir de perto as novidades desse ano e olha… tem MUITA opção!

E eu ainda provei um deles pra contar pra vocês! 👀🍫

📍 R. 7 de Setembro, 1213 - Loja 70A Loja 71
",122,50,4,57,3802,0,233
NK,Instagram,Reel,2026-03-26,"🍄✨ Mario e Luigi chegaram no GNC Cinemas do Neumarkt Shopping para contar:
Super Mario Galaxy estreia 1º de abril, e não é mentira 🤭",219,28,4,49,4251,0,300
NK,Instagram,Reel,2026-03-25,"🏃‍♀️💖 Vai correr com a gente? Olha as infos importantes:

📍 Largada: 7h em frente ao shopping.
🚗 Estacionamento:
5h30 às 6h15 no Subsolo
6h15 às 7h no G1
🎽 Retirada de kits na Centauro: 27 e 28/03.
👟 ",249,20,6,81,5800,0,356
NK,Instagram,Reel,2026-03-23,"Um toque clássico, um mood leve e muito estilo ✨
Vivendo meu momento Tommy girl!",100,26,3,7,2976,0,136
NK,Instagram,Reel,2026-03-23,"Tem novidade no shopping! 🎉
A Foot Wear já está de portas abertas esperando por você com modelos incríveis. Passa aqui pra conferir!",38,3,1,11,2204,0,53
NK,Instagram,Reel,2026-03-23,"A camisa oficial da Copa já está disponível na Centauro! ⚽🔥

Garanta a sua e entre no clima da torcida com estilo 💛💚
Corre pra loja aqui do NK e não fica de fora desse momento!",86,9,1,10,2563,0,106
NK,Instagram,Reel,2026-03-22,"Outono com estilo 🍂🤎

A nova coleção da Bottero traz o marrom como protagonista, com camurça e mocassim que nunca saem de cena.

Elegância fácil pra todos os dias ✨",55,2,1,4,2497,0,62
NK,Instagram,Reel,2026-03-18,"Menu especial durante todo o mês de março em comemoração ao dia Internacional da Mulher? Você encontra lá no @kombinafelice 😍

Essa é uma experiência gastronômica com entrada, prato principal e sobrem",266,46,29,120,9141,0,461
NK,Instagram,Reel,2026-03-16,"Ver a roupa no corpo dá todo um carme a mais né!?
Esses são meus novos queridinhos da YouCom ✨🥰",144,20,7,17,5097,0,188
NK,Instagram,Reel,2026-03-13,Looks irresistíveis da shoulder com aquele toque especial da Arezzo,46,4,0,3,2745,0,53
NK,Instagram,Reel,2026-03-12,"Chama todos os fãs de Crepúsculo! 🙌

O clássico que conquistou gerações está de volta às telonas. A pré-venda de ingressos já começou, e essa é a sua chance de reviver todo o romance e drama da saga.
",372,13,7,175,6264,0,567
NK,Instagram,Carrossel,2026-03-12,"Mais informações 👇🏻

12/03 - Sessão Azul no Cinema
• Filme: Cara de Um, Focinho de Outro
• Sessão especial para crianças com autismo
• Ambiente mais tranquilo e acolhedor no GNC Cinemas

14/03 e 21/03",116,9,5,24,4764,0,154
NK,Instagram,Reel,2026-03-11,Tínhamos que entrar para a trend também 🤭✨,190,7,2,37,3867,0,236
NK,Instagram,Reel,2026-03-11,"Um mundo de criatividade te espera na Jogaderia.
Vem montar, criar e se divertir no Neumarkt Shopping.",179,4,9,127,4150,0,319
NK,Instagram,Reel,2026-03-10,"A Páscoa está chegando e a Camicado já está cheia de decorações lindas! 🐰

Tem opções de mesa posta, decorações para casa e até mesmo presentes!

Eu já escolhi alguns dos meus favoritos por aqui, agor",50,8,4,32,1990,0,94
NK,Instagram,Reel,2026-03-09,"Começou a Semana do Consumidor!!

De 9 a 15 de março, o Dia do Consumidor ganha uma semana inteira de vantagens no Shopping Neumarkt.

No app AJ Fans, você encontra benefícios gratuitos, descontos e b",93,5,0,5,3666,0,103
NK,Instagram,Reel,2026-03-08,Feliz dia da Mulher 🫶🏻✨,570,33,12,137,7136,0,752
NK,Instagram,Carrossel,2026-03-05,Brown🤎,59,5,1,4,1432,0,69
NK,Instagram,Reel,2026-03-04,A coleção nova da @arezzo já chegou no Neumarkt Shopping… e eu já tenho os meus preferidos 👀✨#,49,7,2,5,2395,0,63
NK,Instagram,Reel,2026-03-03,"Eu vim “só dar uma olhadinha” e saí querendo tudo🙈

Tá rolando até 70% OFF na loja inteira e peças a partir de R$29,90.

Vale muito a pena passar aqui e ver de perto!
Promoção válida até dia 15 de mar",79,9,2,36,4251,0,126
NK,Instagram,Reel,2026-02-27,"O Giro Mensal no @shoppingneumarkt te leva hoje até a @authenticfeet !
Vem conhecer um pouquinho desse universo de tênis  e streetwear🤍💫",65,2,7,5,3187,0,79
NK,Instagram,Reel,2026-02-26,"Na terça-feira tivemos a alegria de abrir a exposição de Telomar Florêncio aqui no Neumarkt Shopping, e queremos compartilhar o quanto esse momento foi especial para todos nós.

Autodidata, Telomar co",53,2,2,10,2225,0,67
NK,Instagram,Reel,2026-02-26,"Nem todo mundo sabe, mas a General Lyy também tem tênis infantis cheios de estilo 👟✨

A Alice veio mostrar algumas opções que provam que a loja não é só para adultos — tem modelos incríveis para os pe",56,17,0,10,2591,0,83
NK,Instagram,Reel,2026-02-26,"Está chegando! Aqui no Neumarkt shopping, o torneio de Poker!",41,1,1,10,1351,0,53
NK,Instagram,Reel,2026-02-25,A Baier espera por vocês ✨,57,8,1,2,1556,0,68
NK,Instagram,Reel,2026-02-24,"Do básico ao luxo!
Com as peças da @arezzo e @shoulder complementando o look, não tem erro ✨",57,11,1,3,2421,0,72
NK,Instagram,Carrossel,2026-02-24,"⚽ Promoção Meu Méqui: Rumo à Final da Copa do Mundo FIFA 2026™️ ⚽

O Meu Méqui tem uma oportunidade única para você! Participe e concorra a prêmios incríveis, incluindo uma viagem para a Final da Copa",218,6,27,237,8136,0,488
NK,Instagram,Reel,2026-02-23,"Conjuntinhos lindos estampados a aqui da @farmblumenau , para quem ama uma cor nesse verão 💖☀️",57,13,2,10,3355,0,82
NK,Instagram,Carrossel,2026-02-19,"Neste fim de semana tem mais um encontro cheio de amor no Neumarkt Shopping 💙🐾

A Feira de Adoção Pet acontece com o Lar Silvana, trazendo cãezinhos que estão esperando por um novo começo, um lar e mu",793,19,11,160,8896,0,983
NK,Instagram,Reel,2026-02-18,Muito estilo e conforto essas peças da Le Lis Blanc💖,57,8,1,11,3159,0,77
NK,Instagram,Reel,2026-02-16,"Gostou? Corre pra @farmneumakrt ver as novidades🌟🤍

#vestidos #blusa #farmrio #adorofarm #fy vestidosfarm",95,15,8,13,4469,0,131
NK,Instagram,Reel,2026-02-14,Envia para a sua best no vídeo e vem aproveitar um cafezinho aqui no @cafecultura do @neumarktshopping!,105,5,2,4,4417,0,116
NK,Instagram,Reel,2026-02-13,"Encontre o presente perfeito para o seu amor com as joias delicadas da Sandra Duwe, uma verdadeira declaração de carinho neste Valentine's Day. 💎💕 Venha se apaixonar pelas opções exclusivas que prepar",45,7,2,12,3795,0,66
NK,Instagram,Reel,2026-02-12,"TBT do nosso encontrinho épico das Heroínas do K-pop! 💫🎤 Foi um momento incrível de diversão, amizade e muito K-pop no ar! 💖 

#KpopLovers #TBT #KpopVibes #MelhoresMomentos #meetings",254,16,3,91,7230,0,364
NK,Instagram,Reel,2026-02-07,"Não deixe de aproveitar a semana do cinema!🍿🎞️
🎟️Ingressos matinê apenas R$10,00
🎟️Ingressos noite apenas R$12,00
🎟️Ingresso VIP apenas R$13,00

Corre e aproveita que é por tempo limitado🤭",59,6,1,26,2959,0,92
NK,Instagram,Carrossel,2026-02-06,"🌟 Atenção, fãs de K-Pop! 🌟

As heroínas do K-Pop vão invadir o Neumarkt Shopping! 🎤💖 No dia 08 de fevereiro, às 15h, elas estarão aqui para um super meeting com as fãs! 🤩✨

Não perca a chance de conhe",141,2,3,45,4704,0,191
NK,Instagram,Carrossel,2026-02-06,"🎉 Atenção, amantes de poker! 🎉

Prepare-se para o maior torneio de poker do ano! 🃏💰

Dia 28 de fevereiro de 2026, às 15h, o Neumarkt Shopping será o palco de um evento imperdível, com R$10.000,00 em p",70,5,2,59,3230,0,136
NK,Instagram,Reel,2026-02-06,Ontem tivemos a inauguração da Q’Oculos aqui no Neumarkt,18,0,0,7,1328,0,25
NK,Instagram,Reel,2026-02-05,"🎬🍿 Semana do Cinema no Neumarkt Shopping

Durante a promoção, os valores estão imperdíveis 👇
🎟️ Ingressos Matinê (das 13h às 17h): R$ 10,00
🎟️ Ingressos Noite (a partir das 17h):R$ 12,00
✨ Cadeira VIP",618,18,31,680,12265,0,1347
NK,Instagram,Carrossel,2026-02-04,"🎭 Oficinas de Carnaval no Neumarkt Shopping! 🎭

Nos dias 07 e 08/02, das 14h às 17h, a criançada vai curtir duas atividades incríveis:
🎨 Oficina de Máscaras de Carnaval (ao lado do Café Cultura) – Per",25,1,1,3,1335,0,30
NK,Instagram,Reel,2026-02-04,"Homens, atenção ao lembrete ❤️👀 e mulheres, mandem pra ele a indireta 🤭
Dia 14 de fevereiro é comemorado o Valentine’s Day, o Dia do Amor nos Estados Unidos — uma data para celebrar quem faz o coração",43,0,1,17,2912,0,61
NK,Instagram,Carrossel,2026-01-30,"A Feira de Adoção Pet chega ao Neumarkt Shopping em parceria com a ONG Guerreiro Caramelo e a Cobasi, trazendo muita fofura e amor aos nossos amigos de quatro patas! 🐾

Se você está pensando em adotar",622,6,3,76,12525,0,707
NK,Instagram,Reel,2026-01-29,"🎮 Conheça a Arena Super Games no Neumarkt Shopping!

Prepare-se para uma experiência única no maior espaço gamer da região! A Arena Super Games traz videogames de todas as gerações, com opções nostálg",67,9,6,19,4267,0,101
NK,Instagram,Story,2026-04-28,,0,0,0,0,335,0,0
NK,Instagram,Story,2026-04-28,,0,0,0,0,335,0,0
NK,Instagram,Story,2026-04-27,,0,0,0,0,433,0,0
NK,Instagram,Story,2026-04-27,,0,0,0,0,446,0,0
NK,Instagram,Story,2026-04-27,,0,2,0,0,464,0,2
NK,Instagram,Story,2026-04-27,,0,1,0,0,553,0,1
NK,Instagram,Story,2026-04-27,,0,3,0,0,582,0,3
NK,Instagram,Story,2026-04-27,,0,1,0,0,716,0,1
NK,Instagram,Story,2026-04-27,,0,1,0,0,729,0,1
NK,Instagram,Story,2026-04-27,,0,1,0,0,765,0,1
NK,Facebook,Album,2026-04-17,Horário de feriado!,0,0,0,0,0,0,0
NK,Facebook,Video,2026-03-27,,0,0,0,0,0,0,0
NK,Facebook,Album,2026-03-24,"A magia da Páscoa chegou ao Neumarkt Shopping! 

Nossa Caça aos Doces começa com uma divertida pintura facial de coelhinho, para as crianças entrarem no clima e se prepararem para a aventura. Em segui",0,0,0,0,0,0,0
NK,Facebook,Video,2026-03-20,,0,0,0,0,0,0,0
NK,Facebook,Video,2026-03-13,,2,0,0,0,0,0,2
NK,Facebook,Video,2026-03-06,,0,0,0,0,0,0,0
NS,Instagram,Reel,2026-04-28,"Tá chegando… 👠

Faltam 2 dias para a estreia oficial de O Diabo Veste Prada. Já estamos prontos por aqui!",44,3,0,0,1205,0,47
NS,Instagram,Carrossel,2026-04-27,"📱 O iPhone 17 já tem uma nova dona! ✨

A sorte brilhou para quem utilizou o App AJFans! Confira quem garantiu o prêmio aqui no Nações:

🏆 Ganhador(a): Katrine Nascimento

Parabéns! 🎉 Agora é só aprove",34,1,1,5,1775,0,41
NS,Instagram,Reel,2026-04-27,"Nosso Encontro de Goldens foi um sucesso, com muita fofura! Confira os melhores momentos ❤️",309,18,3,38,7572,0,368
NS,Instagram,Reel,2026-04-26,Semana oficial de ESTREIA de um dos filmes mais esperados de 2026! Quem aí já está com os ingressos na mão? #TheDevilWearsPrada2 👠,1717,64,32,673,30853,0,2486
NS,Instagram,Reel,2026-04-26,"Fomos na @tokaia_ garantir o look e a bolsa para O Diabo Veste Prada ✨ 

Entramos oficialmente na semana da estreia! Quem aí está ansiosa?",75,12,2,7,7352,0,96
NS,Instagram,Reel,2026-04-25,"A @freddogelateria chegou e nós já estamos apaixonados! 

Pode vir, você não vai se arrepender. 🤭❤️",208,11,4,126,10328,0,349
NS,Instagram,Reel,2026-04-24,"A @daialano já garantiu suas peças preferidas na inauguração da @lezalezcriciuma, aqui no Nações. ✨

E podemos falar? Ela arrasou em cada escolha! 

@lezalezcriciuma é a mais nova loja do shopping. Ve",153,50,5,117,7110,0,325
NS,Instagram,Carrossel,2026-04-23,"O Dia das Mães está chegando, e a oportunidade de ganhar um presente de luxo também! ✨

Aqui no Nações, você tem a chance de conquistar o incrível Jaecoo 7 Luxury, o SUV híbrido de luxo, a cada R$300 ",15,0,2,6,1518,0,23
NS,Instagram,Reel,2026-04-23,"Vem cá: a sua mãe merece um desses, não merece? 😍

Comprou, concorreu! A cada R$300 em compras aqui no Nações, você pode ganhar um Jaecoo 7 Luxury. Esse carrão já está aqui, só esperando a nova dona. ",84,7,4,40,5934,0,135
